id	symbol	synonyms	left_end_pos	right_end_pos	direction	rna_ids	is_metabolic_biocyc
EG10204	dam	"[""dam"", ""b3387"", ""ECK3374""]"	3515077.0	3515913.0	-	"[""EG10204_RNA""]"	False
EG10205	dapA	"[""dapA"", ""b2478"", ""ECK2474""]"	2598882.0	2599760.0	-	"[""EG10205_RNA""]"	False
EG10206	dapB	"[""dapB"", ""b0031"", ""ECK0032""]"	28374.0	29195.0	+	"[""EG10206_RNA""]"	False
EG10207	dapD	"[""dapD"", ""ssa"", ""b0166"", ""ECK0164""]"	185123.0	185947.0	-	"[""EG10207_RNA""]"	False
EG10208	dapE	"[""dapE"", ""msgB"", ""b2472"", ""ECK2467""]"	2591607.0	2592734.0	+	"[""EG10208_RNA""]"	False
EG10209	dapF	"[""dapF"", ""b3809"", ""ECK3804""]"	3994762.0	3995586.0	+	"[""EG10209_RNA""]"	False
EG10210	dbpA	"[""dbpA"", ""rhlC"", ""b1343"", ""ECK1340""]"	1409511.0	1410884.0	+	"[""EG10210_RNA""]"	False
EG10211	dcm	"[""dcm"", ""mec"", ""b1961"", ""ECK1959""]"	2030899.0	2032317.0	-	"[""EG10211_RNA""]"	False
EG10212	dcp	"[""dcp"", ""b1538"", ""ECK1531""]"	1625335.0	1627380.0	-	"[""EG10212_RNA""]"	False
EG10213	ddlA	"[""ddlA"", ""b0381"", ""ECK0376""]"	399829.0	400923.0	-	"[""EG10213_RNA""]"	False
EG10214	ddlB	"[""ddlB"", ""ddl"", ""b0092"", ""ECK0093""]"	102233.0	103153.0	+	"[""EG10214_RNA""]"	False
EG10215	deaD	"[""deaD"", ""csdA"", ""mssB"", ""rhlD"", ""b3162"", ""ECK3150""]"	3305971.0	3307860.0	-	"[""EG10215_RNA""]"	False
EG10216	dedA	"[""dedA"", ""b2317"", ""ECK2311""]"	2434082.0	2434741.0	-	"[""EG10216_RNA""]"	False
EG10217	accD	"[""accD"", ""dedB"", ""usg"", ""b2316"", ""ECK2310""]"	2433012.0	2433926.0	-	"[""EG10217_RNA""]"	False
EG10218	dedD	"[""dedD"", ""b2314"", ""ECK2308""]"	2431022.0	2431684.0	-	"[""EG10218_RNA""]"	False
EG10219	deoA	"[""deoA"", ""TP"", ""tpp"", ""ttg"", ""b4382"", ""ECK4374""]"	4618229.0	4619551.0	+	"[""EG10219_RNA""]"	False
EG10220	deoB	"[""deoB"", ""tlr"", ""drm"", ""thyR"", ""b4383"", ""ECK4375""]"	4619603.0	4620826.0	+	"[""EG10220_RNA""]"	False
EG10221	deoC	"[""deoC"", ""tlr"", ""dra"", ""thyR"", ""b4381"", ""ECK4373""]"	4617323.0	4618102.0	+	"[""EG10221_RNA""]"	False
EG10222	deoD	"[""deoD"", ""pup"", ""b4384"", ""ECK4376""]"	4620883.0	4621602.0	+	"[""EG10222_RNA""]"	False
EG10223	deoR	"[""deoR"", ""nucR"", ""b0840"", ""ECK0830""]"	881976.0	882734.0	-	"[""EG10223_RNA""]"	False
EG10224	dgkA	"[""dgkA"", ""b4042"", ""ECK4034""]"	4256637.0	4257005.0	+	"[""EG10224_RNA""]"	False
EG10225	dgt	"[""dgt"", ""optA"", ""b0160"", ""ECK0159""]"	179237.0	180754.0	+	"[""EG10225_RNA""]"	False
EG10226	dicA	"[""dicA"", ""ftsT"", ""b1570"", ""ECK1564""]"	1647934.0	1648341.0	+	"[""EG10226_RNA""]"	False
EG10227	dicB	"[""dicB"", ""ftsT"", ""b1575"", ""ECK1569""]"	1649609.0	1649797.0	+	"[""EG10227_RNA""]"	False
EG10228	dicC	"[""dicC"", ""ftsT"", ""b1569"", ""ECK1563""]"	1647620.0	1647850.0	-	"[""EG10228_RNA""]"	False
EG10229	flk	"[""flk"", ""div"", ""b2321"", ""ECK2315""]"	2437950.0	2438945.0	+	"[""EG10229_RNA""]"	False
EG10230	dksA	"[""dksA"", ""msmA"", ""b0145"", ""ECK0144""]"	160149.0	160604.0	-	"[""EG10230_RNA""]"	False
EG10231	dld	"[""dld"", ""ldh"", ""b2133"", ""ECK2126""]"	2222185.0	2223900.0	+	"[""EG10231_RNA""]"	False
EG10232	dmsA	"[""dmsA"", ""b0894"", ""ECK0885""]"	940959.0	943403.0	+	"[""EG10232_RNA""]"	False
EG10233	dmsB	"[""dmsB"", ""b0895"", ""ECK0886""]"	943414.0	944031.0	+	"[""EG10233_RNA""]"	False
EG10234	dmsC	"[""dmsC"", ""b0896"", ""ECK0887""]"	944033.0	944896.0	+	"[""EG10234_RNA""]"	False
EG10235	dnaA	"[""dnaA"", ""b3702"", ""ECK3694""]"	3882326.0	3883729.0	-	"[""EG10235_RNA""]"	False
EG10236	dnaB	"[""dnaB"", ""groP"", ""grpA"", ""grpD"", ""b4052"", ""ECK4044""]"	4264314.0	4265729.0	+	"[""EG10236_RNA""]"	False
EG10237	dnaC	"[""dnaC"", ""dnaD"", ""b4361"", ""ECK4351""]"	4600238.0	4600975.0	-	"[""EG10237_RNA""]"	False
EG10238	dnaE	"[""dnaE"", ""sdgC"", ""polC"", ""b0184"", ""ECK0183""]"	205126.0	208608.0	+	"[""EG10238_RNA""]"	False
EG10239	dnaG	"[""dnaG"", ""dnaP"", ""parB"", ""sdgA"", ""b3066"", ""ECK3056""]"	3211107.0	3212852.0	+	"[""EG10239_RNA""]"	False
EG10240	dnaJ	"[""dnaJ"", ""groP"", ""grpC"", ""b0015"", ""ECK0015""]"	14168.0	15298.0	+	"[""EG10240_RNA""]"	False
EG10241	dnaK	"[""dnaK"", ""groPF"", ""groPC"", ""seg"", ""grpF"", ""grpC"", ""groPAB"", ""b0014"", ""ECK0014""]"	12163.0	14079.0	+	"[""EG10241_RNA""]"	False
EG10242	dnaN	"[""dnaN"", ""b3701"", ""ECK3693""]"	3881221.0	3882321.0	-	"[""EG10242_RNA""]"	False
EG10243	dnaQ	"[""dnaQ"", ""mutD"", ""b0215"", ""ECK0215""]"	236067.0	236798.0	+	"[""EG10243_RNA""]"	False
EG10244	dnaT	"[""dnaT"", ""b4362"", ""ECK4352""]"	4600978.0	4601517.0	-	"[""EG10244_RNA""]"	False
EG10245	dnaX	"[""dnaX"", ""dnaZ"", ""b0470"", ""ECK0464""]"	492092.0	494023.0	+	"[""EG10245_RNA""]"	False
EG10246	mltD	"[""mltD"", ""yafG"", ""dniR"", ""b0211"", ""ECK0211""]"	232597.0	233955.0	-	"[""EG10246_RNA""]"	False
EG10247	acpS	"[""acpS"", ""dpj"", ""b2563"", ""ECK2561""]"	2700618.0	2700998.0	-	"[""EG10247_RNA""]"	False
EG10248	dppA	"[""dppA"", ""alu"", ""dpp"", ""fpp"", ""b3544"", ""ECK3531""]"	3706098.0	3707705.0	-	"[""EG10248_RNA""]"	False
EG10249	dsdA	"[""dsdA"", ""b2366"", ""ECK2362""]"	2479202.0	2480530.0	+	"[""EG10249_RNA""]"	False
EG10250	dsdX	"[""dsdX"", ""yfdD"", ""yfdA"", ""dsdC"", ""b2365"", ""ECK2361""]"	2477847.0	2479184.0	+	"[""EG10250_RNA""]"	False
EG10251	dut	"[""dut"", ""dnaS"", ""sof"", ""b3640"", ""ECK3630""]"	3813929.0	3814387.0	+	"[""EG10251_RNA""]"	False
EG10252	ebgA	"[""ebgA"", ""b3076"", ""ECK3066""]"	3222633.0	3225725.0	+	"[""EG10252_RNA""]"	False
EG10253	ebgC	"[""ebgC"", ""b3077"", ""ECK3067""]"	3225722.0	3226171.0	+	"[""EG10253_RNA""]"	False
EG10254	ebgR	"[""ebgR"", ""b3075"", ""ECK3065""]"	3221466.0	3222449.0	+	"[""EG10254_RNA""]"	False
EG10255	eco	"[""eco"", ""eti"", ""b2209"", ""ECK2201""]"	2303905.0	2304393.0	+	"[""EG10255_RNA""]"	False
EG10256	eda	"[""eda"", ""hga"", ""kdgA"", ""kga"", ""b1850"", ""ECK1851""]"	1932115.0	1932756.0	-	"[""EG10256_RNA""]"	False
EG10257	edd	"[""edd"", ""b1851"", ""ECK1852""]"	1932793.0	1934604.0	-	"[""EG10257_RNA""]"	False
EG10258	eno	"[""eno"", ""b2779"", ""ECK2773""]"	2906643.0	2907941.0	-	"[""EG10258_RNA""]"	False
EG10259	entA	"[""entA"", ""b0596"", ""ECK0589""]"	628551.0	629297.0	+	"[""EG10259_RNA""]"	False
EG10260	entB	"[""entB"", ""entG"", ""b0595"", ""ECK0588""]"	627694.0	628551.0	+	"[""EG10260_RNA""]"	False
EG10261	entC	"[""entC"", ""fepF"", ""b0593"", ""ECK0586""]"	624885.0	626060.0	+	"[""EG10261_RNA""]"	False
EG10262	entD	"[""entD"", ""b0583"", ""ECK0575""]"	609459.0	610079.0	-	"[""EG10262_RNA""]"	False
EG10263	entE	"[""entE"", ""b0594"", ""ECK0587""]"	626070.0	627680.0	+	"[""EG10263_RNA""]"	False
EG10264	entF	"[""entF"", ""b0586"", ""ECK0579""]"	614157.0	618038.0	+	"[""EG10264_RNA""]"	False
EG10265	lpxC	"[""lpxC"", ""asmB"", ""envA"", ""b0096"", ""ECK0097""]"	106557.0	107474.0	+	"[""EG10265_RNA""]"	False
EG10266	acrE	"[""acrE"", ""envC"", ""b3265"", ""ECK3252""]"	3413864.0	3415021.0	+	"[""EG10266_RNA""]"	False
EG10267	acrF	"[""acrF"", ""envD"", ""b3266"", ""ECK3253""]"	3415033.0	3418137.0	+	"[""EG10267_RNA""]"	False
EG10268	envY	"[""envY"", ""b0566"", ""ECK0558""]"	586147.0	586908.0	-	"[""EG10268_RNA""]"	False
EG10269	envZ	"[""envZ"", ""tpo"", ""perA"", ""ompB"", ""b3404"", ""ECK3391""]"	3534516.0	3535868.0	-	"[""EG10269_RNA""]"	False
EG10270	era	"[""era"", ""rbaA"", ""sdgE"", ""b2566"", ""ECK2564""]"	2702481.0	2703386.0	-	"[""EG10270_RNA""]"	False
EG10271	exbB	"[""exbB"", ""b3006"", ""ECK2999""]"	3151250.0	3151984.0	-	"[""EG10271_RNA""]"	False
EG10272	exbD	"[""exbD"", ""b3005"", ""ECK2998""]"	3150818.0	3151243.0	-	"[""EG10272_RNA""]"	False
EG10273	fabA	"[""fabA"", ""b0954"", ""ECK0945""]"	1015952.0	1016470.0	-	"[""EG10273_RNA""]"	False
EG10274	fabB	"[""fabB"", ""fabC"", ""b2323"", ""ECK2317""]"	2440385.0	2441605.0	-	"[""EG10274_RNA""]"	False
EG10275	accB	"[""accB"", ""fabE"", ""b3255"", ""ECK3242""]"	3405436.0	3405906.0	+	"[""EG10275_RNA""]"	False
EG10276	accC	"[""accC"", ""fabG"", ""b3256"", ""ECK3243""]"	3405917.0	3407266.0	+	"[""EG10276_RNA""]"	False
EG10277	fabH	"[""fabH"", ""b1091"", ""ECK1077""]"	1148759.0	1149712.0	+	"[""EG10277_RNA""]"	False
EG10278	fadA	"[""fadA"", ""oldA"", ""b3845"", ""ECK3837""]"	4027609.0	4028772.0	-	"[""EG10278_RNA""]"	False
EG10279	fadB	"[""fadB"", ""oldB"", ""b3846"", ""ECK3838""]"	4028782.0	4030971.0	-	"[""EG10279_RNA""]"	False
EG10280	fadL	"[""fadL"", ""ttr"", ""b2344"", ""ECK2338""]"	2461306.0	2462646.0	+	"[""EG10280_RNA""]"	False
EG10281	fadR	"[""fadR"", ""dec"", ""ole"", ""oleR"", ""thdB"", ""b1187"", ""ECK1175""]"	1234938.0	1235657.0	+	"[""EG10281_RNA""]"	False
EG10282	fbaA	"[""fbaA"", ""ald"", ""fba"", ""fda"", ""b2925"", ""ECK2921""]"	3070165.0	3071244.0	-	"[""EG10282_RNA""]"	False
EG10283	fbp	"[""fbp"", ""fdp"", ""b4232"", ""ECK4227""]"	4454611.0	4455609.0	-	"[""EG10283_RNA""]"	False
EG10284	fdhE	"[""fdhE"", ""b3891"", ""ECK3884""]"	4080299.0	4081228.0	-	"[""EG10284_RNA""]"	False
EG10285	fdhF	"[""fdhF"", ""chlF"", ""b4079"", ""ECK4072""]"	4297219.0	4299366.0	-	"[""EG10285_RNA""]"	False
EG10286	fecA	"[""fecA"", ""b4291"", ""ECK4281""]"	4514353.0	4516677.0	-	"[""EG10286_RNA""]"	False
EG10287	fecB	"[""fecB"", ""b4290"", ""ECK4280""]"	4513406.0	4514308.0	-	"[""EG10287_RNA""]"	False
EG10288	fecC	"[""fecC"", ""b4289"", ""ECK4279""]"	4512411.0	4513409.0	-	"[""EG10288_RNA""]"	False
EG10289	fecD	"[""fecD"", ""b4288"", ""ECK4278""]"	4511458.0	4512414.0	-	"[""EG10289_RNA""]"	False
EG10290	fecE	"[""fecE"", ""b4287"", ""ECK4277""]"	4510690.0	4511457.0	-	"[""EG10290_RNA""]"	False
EG10291	fecI	"[""fecI"", ""b4293"", ""ECK4283""]"	4517714.0	4518235.0	-	"[""EG10291_RNA""]"	False
EG10292	fecR	"[""fecR"", ""b4292"", ""ECK4282""]"	4516764.0	4517717.0	-	"[""EG10292_RNA""]"	False
EG10293	fepA	"[""fepA"", ""cbr"", ""cbt"", ""fep"", ""feuB"", ""b0584"", ""ECK0576""]"	610254.0	612494.0	-	"[""EG10293_RNA""]"	False
EG10294	fepB	"[""fepB"", ""b0592"", ""ECK0585""]"	623554.0	624510.0	-	"[""EG10294_RNA""]"	False
EG10295	fepC	"[""fepC"", ""b0588"", ""ECK0581""]"	619384.0	620199.0	-	"[""EG10295_RNA""]"	False
EG10296	fepD	"[""fepD"", ""b0590"", ""ECK0583""]"	621185.0	622189.0	-	"[""EG10296_RNA""]"	False
EG10297	fepE	"[""fepE"", ""b0587"", ""ECK0580""]"	618254.0	619387.0	+	"[""EG10297_RNA""]"	False
EG10298	fepG	"[""fepG"", ""b0589"", ""ECK0582""]"	620196.0	621188.0	-	"[""EG10298_RNA""]"	False
EG10299	fes	"[""fes"", ""b0585"", ""ECK0577""]"	612737.0	613939.0	+	"[""EG10299_RNA""]"	False
EG10300	ffh	"[""ffh"", ""b2610"", ""ECK2607""]"	2746434.0	2747795.0	-	"[""EG10300_RNA""]"	False
EG10301	fhlA	"[""fhlA"", ""fhl"", ""b2731"", ""ECK2726""]"	2854338.0	2856416.0	+	"[""EG10301_RNA""]"	False
EG10302	fhuA	"[""fhuA"", ""T1"", ""T5rec"", ""tonA"", ""b0150"", ""ECK0149""]"	167484.0	169727.0	+	"[""EG10302_RNA""]"	False
EG10303	fhuB	"[""fhuB"", ""b0153"", ""ECK0152""]"	171462.0	173444.0	+	"[""EG10303_RNA""]"	False
EG10304	fhuC	"[""fhuC"", ""b0151"", ""ECK0150""]"	169778.0	170575.0	+	"[""EG10304_RNA""]"	False
EG10305	fhuD	"[""fhuD"", ""b0152"", ""ECK0151""]"	170575.0	171465.0	+	"[""EG10305_RNA""]"	False
EG10306	fhuE	"[""fhuE"", ""b1102"", ""ECK1088""]"	1159362.0	1161551.0	-	"[""EG10306_RNA""]"	False
EG10307	fic	"[""fic"", ""ficT"", ""b3361"", ""ECK3349""]"	3490861.0	3491463.0	-	"[""EG10307_RNA""]"	False
EG10308	fimA	"[""fimA"", ""fimD"", ""pilA"", ""b4314"", ""ECK4305""]"	4543115.0	4543663.0	+	"[""EG10308_RNA""]"	False
EG10309	fimB	"[""fimB"", ""pil"", ""b4312"", ""ECK4303""]"	4540957.0	4541559.0	+	"[""EG10309_RNA""]"	False
EG10310	fimC	"[""fimC"", ""pilB"", ""b4316"", ""ECK4307""]"	4544304.0	4545029.0	+	"[""EG10310_RNA""]"	False
EG10311	fimD	"[""fimD"", ""fimD_1"", ""fimD_2"", ""b4317"", ""ECK4308""]"	4545096.0	4547732.0	+	"[""EG10311_RNA""]"	False
EG10312	fimE	"[""fimE"", ""hyp"", ""pilH"", ""b4313"", ""ECK4304""]"	4542037.0	4542633.0	+	"[""EG10312_RNA""]"	False
EG10313	fimF	"[""fimF"", ""b4318"", ""ECK4309""]"	4547742.0	4548272.0	+	"[""EG10313_RNA""]"	False
EG10314	fimG	"[""fimG"", ""b4319"", ""ECK4310""]"	4548285.0	4548788.0	+	"[""EG10314_RNA""]"	False
EG10315	fimH	"[""fimH"", ""pilE"", ""b4320"", ""ECK4311""]"	4548808.0	4549710.0	+	"[""EG10315_RNA""]"	False
EG10316	lpxD	"[""lpxD"", ""omsA"", ""firA"", ""b0179"", ""ECK0178""]"	200971.0	201996.0	+	"[""EG10316_RNA""]"	False
EG10317	fis	"[""fis"", ""nbp"", ""b3261"", ""ECK3248""]"	3411271.0	3411567.0	+	"[""EG10317_RNA""]"	False
EG10318	fldA	"[""fldA"", ""b0684"", ""ECK0672""]"	710935.0	711465.0	-	"[""EG10318_RNA""]"	False
EG10319	flhC	"[""flhC"", ""flaI"", ""b1891"", ""ECK1892""]"	1977266.0	1977844.0	-	"[""EG10319_RNA""]"	False
EG10320	flhD	"[""flhD"", ""flbB"", ""b1892"", ""ECK1893""]"	1977847.0	1978197.0	-	"[""EG10320_RNA""]"	False
EG10321	fliC	"[""fliC"", ""H"", ""flaF"", ""hag"", ""b1923"", ""ECK1922""]"	2002110.0	2003606.0	-	"[""EG10321_RNA""]"	False
EG10322	fliL	"[""fliL"", ""flaQI"", ""flaAI"", ""cheC1"", ""b1944"", ""ECK1942""]"	2019618.0	2020082.0	+	"[""EG10322_RNA""]"	False
EG10323	fliM	"[""fliM"", ""flaQ"", ""fla"", ""flaQII"", ""flaAII"", ""flaA"", ""cheC2"", ""b1945"", ""ECK1943""]"	2020087.0	2021091.0	+	"[""EG10323_RNA""]"	False
EG10324	fliN	"[""fliN"", ""motD"", ""b1946"", ""ECK1944""]"	2021088.0	2021501.0	+	"[""EG10324_RNA""]"	False
EG10325	fnr	"[""fnr"", ""nirA"", ""nirR"", ""ossA"", ""oxrA"", ""b1334"", ""ECK1330""]"	1398774.0	1399526.0	-	"[""EG10325_RNA""]"	False
EG10326	folA	"[""folA"", ""tmr"", ""tmrA"", ""b0048"", ""ECK0049""]"	49823.0	50302.0	+	"[""EG10326_RNA""]"	False
EG10327	folC	"[""folC"", ""dedC"", ""b2315"", ""ECK2309""]"	2431674.0	2432942.0	-	"[""EG10327_RNA""]"	False
EG10328	folD	"[""folD"", ""ads"", ""b0529"", ""ECK0522""]"	556875.0	557741.0	-	"[""EG10328_RNA""]"	False
EG10329	mutM	"[""mutM"", ""fpg"", ""b3635"", ""ECK3625""]"	3810343.0	3811152.0	-	"[""EG10329_RNA""]"	False
EG10330	frdA	"[""frdA"", ""b4154"", ""ECK4150""]"	4380510.0	4382318.0	-	"[""EG10330_RNA""]"	False
EG10331	frdB	"[""frdB"", ""b4153"", ""ECK4149""]"	4379783.0	4380517.0	-	"[""EG10331_RNA""]"	False
EG10332	frdC	"[""frdC"", ""b4152"", ""ECK4148""]"	4379377.0	4379772.0	-	"[""EG10332_RNA""]"	False
EG10333	frdD	"[""frdD"", ""b4151"", ""ECK4147""]"	4379007.0	4379366.0	-	"[""EG10333_RNA""]"	False
EG10334	fre	"[""fre"", ""fadI"", ""flrD"", ""fsrC"", ""b3844"", ""ECK3836""]"	4026527.0	4027228.0	+	"[""EG10334_RNA""]"	False
EG10335	frr	"[""frr"", ""rrf"", ""b0172"", ""ECK0171""]"	192872.0	193429.0	+	"[""EG10335_RNA""]"	False
EG10336	fruA	"[""fruA"", ""ptsF"", ""b2167"", ""ECK2160""]"	2259719.0	2261410.0	-	"[""EG10336_RNA""]"	False
EG10337	fruK	"[""fruK"", ""fpk"", ""b2168"", ""ECK2161""]"	2261427.0	2262365.0	-	"[""EG10337_RNA""]"	False
EG10338	cra	"[""cra"", ""fruR"", ""fruC"", ""shl"", ""b0080"", ""ECK0081""]"	88028.0	89032.0	+	"[""EG10338_RNA""]"	False
EG10339	ftsA	"[""ftsA"", ""divA"", ""b0094"", ""ECK0095""]"	103982.0	105244.0	+	"[""EG10339_RNA""]"	False
EG10340	ftsE	"[""ftsE"", ""b3463"", ""ECK3447""]"	3602079.0	3602747.0	-	"[""EG10340_RNA""]"	False
EG10341	ftsI	"[""ftsI"", ""pbpB"", ""sep"", ""b0084"", ""ECK0085""]"	91413.0	93179.0	+	"[""EG10341_RNA""]"	False
EG10342	ftsQ	"[""ftsQ"", ""b0093"", ""ECK0094""]"	103155.0	103985.0	+	"[""EG10342_RNA""]"	False
EG10343	rsmD	"[""rsmD"", ""yhhF"", ""b3465"", ""ECK3449""]"	3604393.0	3604989.0	+	"[""EG10343_RNA""]"	False
EG10344	ftsW	"[""ftsW"", ""b0089"", ""ECK0090""]"	98403.0	99647.0	+	"[""EG10344_RNA""]"	False
EG10345	ftsX	"[""ftsX"", ""ftsS"", ""b3462"", ""ECK3446""]"	3601028.0	3602086.0	-	"[""EG10345_RNA""]"	False
EG10346	ftsY	"[""ftsY"", ""b3464"", ""ECK3448""]"	3602750.0	3604243.0	-	"[""EG10346_RNA""]"	False
EG10347	ftsZ	"[""ftsZ"", ""sfiB"", ""sulB"", ""b0095"", ""ECK0096""]"	105305.0	106456.0	+	"[""EG10347_RNA""]"	False
EG10348	fucA	"[""fucA"", ""fucC"", ""prd"", ""b2800"", ""ECK2795""]"	2933041.0	2933688.0	-	"[""EG10348_RNA""]"	False
EG10349	fucI	"[""fucI"", ""b2802"", ""ECK2797""]"	2935584.0	2937359.0	+	"[""EG10349_RNA""]"	False
EG10350	fucK	"[""fucK"", ""b2803"", ""ECK2798""]"	2937468.0	2938886.0	+	"[""EG10350_RNA""]"	False
EG10351	fucO	"[""fucO"", ""b2799"", ""ECK2794""]"	2931865.0	2933013.0	-	"[""EG10351_RNA""]"	False
EG10352	fucP	"[""fucP"", ""b2801"", ""ECK2796""]"	2934235.0	2935551.0	+	"[""EG10352_RNA""]"	False
EG10353	fucR	"[""fucR"", ""b2805"", ""ECK2800""]"	2939368.0	2940099.0	+	"[""EG10353_RNA""]"	False
EG10355	fucU	"[""fucU"", ""b2804"", ""ECK2799""]"	2938888.0	2939310.0	+	"[""EG10355_RNA""]"	False
EG10356	fumA	"[""fumA"", ""b1612"", ""ECK1607""]"	1686731.0	1688377.0	-	"[""EG10356_RNA""]"	False
EG10357	fumB	"[""fumB"", ""b4122"", ""ECK4115""]"	4345680.0	4347326.0	-	"[""EG10357_RNA""]"	False
EG10358	fumC	"[""fumC"", ""b1611"", ""ECK1606""]"	1685185.0	1686588.0	-	"[""EG10358_RNA""]"	False
EG10359	fur	"[""fur"", ""b0683"", ""ECK0671""]"	710200.0	710646.0	-	"[""EG10359_RNA""]"	False
EG10360	fusA	"[""fusA"", ""far"", ""fus"", ""b3340"", ""ECK3327""]"	3471400.0	3473514.0	-	"[""EG10360_RNA""]"	False
EG10361	gabT	"[""gabT"", ""b2662"", ""ECK2656""]"	2792735.0	2794015.0	+	"[""EG10361_RNA""]"	False
EG10362	galE	"[""galE"", ""galD"", ""b0759"", ""ECK0748""]"	791039.0	792055.0	-	"[""EG10362_RNA""]"	False
EG10363	galK	"[""galK"", ""galA"", ""b0757"", ""ECK0746""]"	788831.0	789979.0	-	"[""EG10363_RNA""]"	False
EG10364	galR	"[""galR"", ""Rgal"", ""b2837"", ""ECK2835""]"	2976599.0	2977630.0	+	"[""EG10364_RNA""]"	False
EG10365	galS	"[""galS"", ""mglD"", ""b2151"", ""ECK2144""]"	2240628.0	2241668.0	-	"[""EG10365_RNA""]"	False
EG10366	galT	"[""galT"", ""galB"", ""b0758"", ""ECK0747""]"	789983.0	791029.0	-	"[""EG10366_RNA""]"	False
EG10367	gapA	"[""gapA"", ""gad"", ""gap1"", ""b1779"", ""ECK1777""]"	1862771.0	1863766.0	+	"[""EG10367_RNA""]"	False
EG10368	epd	"[""epd"", ""gapB"", ""gap2"", ""b2927"", ""ECK2923""]"	3072672.0	3073691.0	-	"[""EG10368_RNA""]"	False
EG10369	gcd	"[""gcd"", ""b0124"", ""ECK0123""]"	138835.0	141225.0	-	"[""EG10369_RNA""]"	False
EG10370	ispG	"[""ispG"", ""gcpE"", ""b2515"", ""ECK2511""]"	2640686.0	2641804.0	-	"[""EG10370_RNA""]"	False
EG10371	gcvH	"[""gcvH"", ""gcv"", ""b2904"", ""ECK2899""]"	3049160.0	3049549.0	-	"[""EG10371_RNA""]"	False
EG10372	gdhA	"[""gdhA"", ""b1761"", ""ECK1759""]"	1842371.0	1843714.0	+	"[""EG10372_RNA""]"	False
EG10373	mokC	"[""mokC"", ""gefL"", ""b0018"", ""ECK0018""]"	16751.0	16960.0	-	"[""EG10373_RNA""]"	False
EG10374	ggt	"[""ggt"", ""b3447"", ""ECK3431""]"	3585081.0	3586823.0	-	"[""EG10374_RNA""]"	False
EG10375	mnmG	"[""mnmG"", ""gidA"", ""trmF"", ""b3741"", ""ECK3734""]"	3923744.0	3925633.0	-	"[""EG10375_RNA""]"	False
EG10376	rsmG	"[""rsmG"", ""gidB"", ""b3740"", ""ECK3733""]"	3923057.0	3923680.0	-	"[""EG10376_RNA""]"	False
EG10377	glgA	"[""glgA"", ""b3429"", ""ECK3415""]"	3566600.0	3568033.0	-	"[""EG10377_RNA""]"	False
EG10378	glgB	"[""glgB"", ""b3432"", ""ECK3418""]"	3571316.0	3573502.0	-	"[""EG10378_RNA""]"	False
EG10379	glgC	"[""glgC"", ""b3430"", ""ECK3416""]"	3568033.0	3569328.0	-	"[""EG10379_RNA""]"	False
EG10380	glgP	"[""glgP"", ""glgY"", ""b3428"", ""ECK3414""]"	3564134.0	3566581.0	-	"[""EG10380_RNA""]"	False
EG10381	glgX	"[""glgX"", ""b3431"", ""ECK3417""]"	3569346.0	3571319.0	-	"[""EG10381_RNA""]"	False
EG10382	glmS	"[""glmS"", ""b3729"", ""ECK3722""]"	3911839.0	3913668.0	-	"[""EG10382_RNA""]"	False
EG10383	glnA	"[""glnA"", ""b3870"", ""ECK3863""]"	4056625.0	4058034.0	-	"[""EG10383_RNA""]"	False
EG10384	glnB	"[""glnB"", ""b2553"", ""ECK2550""]"	2687070.0	2687408.0	-	"[""EG10384_RNA""]"	False
EG10385	glnG	"[""glnG"", ""glnT"", ""ntrC"", ""b3868"", ""ECK3861""]"	4053869.0	4055278.0	-	"[""EG10385_RNA""]"	False
EG10386	glnH	"[""glnH"", ""b0811"", ""ECK0800""]"	847258.0	848004.0	-	"[""EG10386_RNA""]"	False
EG10387	glnL	"[""glnL"", ""glnR"", ""ntrB"", ""b3869"", ""ECK3862""]"	4055290.0	4056339.0	-	"[""EG10387_RNA""]"	False
EG10388	glnP	"[""glnP"", ""b0810"", ""ECK0799""]"	846460.0	847119.0	-	"[""EG10388_RNA""]"	False
EG10389	glnQ	"[""glnQ"", ""b0809"", ""ECK0798""]"	845741.0	846463.0	-	"[""EG10389_RNA""]"	False
EG10390	glnS	"[""glnS"", ""b0680"", ""ECK0668""]"	706093.0	707757.0	+	"[""EG10390_RNA""]"	False
EG10391	glpA	"[""glpA"", ""b2241"", ""ECK2233""]"	2352647.0	2354275.0	+	"[""EG10391_RNA""]"	False
EG10392	glpB	"[""glpB"", ""psi-51"", ""b2242"", ""ECK2234""]"	2354265.0	2355524.0	+	"[""EG10392_RNA""]"	False
EG10393	glpC	"[""glpC"", ""b2243"", ""ECK2235""]"	2355521.0	2356711.0	+	"[""EG10393_RNA""]"	False
EG10394	glpD	"[""glpD"", ""glyD"", ""b3426"", ""ECK3412""]"	3562013.0	3563518.0	+	"[""EG10394_RNA""]"	False
EG10395	glpE	"[""glpE"", ""b3425"", ""ECK3411""]"	3561497.0	3561823.0	-	"[""EG10395_RNA""]"	False
EG10396	glpF	"[""glpF"", ""b3927"", ""ECK3919""]"	4117245.0	4118090.0	-	"[""EG10396_RNA""]"	False
EG10397	glpG	"[""glpG"", ""b3424"", ""ECK3410""]"	3560622.0	3561452.0	-	"[""EG10397_RNA""]"	False
EG10398	glpK	"[""glpK"", ""b3926"", ""ECK3918""]"	4115714.0	4117222.0	-	"[""EG10398_RNA""]"	False
